domain,agency,status,redirect,xml,items,pdfs
reportband.gov,"Department of the Interior",500,"undefined",false,0,0
mtbs.gov,"Department of the Interior",404,"https://mtbs.gov/sitemap.xml",false,0,0
mrlc.gov,"Department of the Interior",404,"https://www.mrlc.gov/sitemap.xml",false,0,0
mms.gov,"Department of the Interior",500,"undefined",false,0,0
lmvsci.gov,"Department of the Interior",500,"undefined",false,0,0
nationalmap.gov,"Department of the Interior",500,"undefined",false,0,0
lca.gov,"Department of the Interior",500,"undefined",false,0,0
mitigationcommission.gov,"Department of the Interior",500,"undefined",false,0,0
landimaging.gov,"Department of the Interior",500,"undefined",false,0,0
lcrmscp.gov,"Department of the Interior",500,"undefined",false,0,0
landfire.gov,"Department of the Interior",404,"https://landfire.gov/sitemap.xml",false,0,0
jem.gov,"Department of the Interior",404,"https://jem.gov/sitemap.xml",false,0,0
lacoast.gov,"Department of the Interior",404,"https://www.lacoast.gov/sitemap.xml",false,0,0
indianaffairs.gov,"Department of the Interior",200,"https://www.bia.gov/sitemap.xml",true,0,0
iat.gov,"Department of the Interior",500,"undefined",false,0,0
geoplatform.gov,"Department of the Interior",200,"https://geoplatform.gov/sitemap.xml",true,28,0
interior.gov,"Department of the Interior",500,"https://www.interior.gov/sitemap.xml",false,0,0
invasivespecies.gov,"Department of the Interior",500,"https://www.invasivespecies.gov/sitemap.xml",false,0,0
gcmrc.gov,"Department of the Interior",404,"https://www.usgs.gov/centers/sbsc/gcmrchttps:/www.usgs.gov/centers/sbsc/gcmrc",false,0,0
fws.gov,"Department of the Interior",200,"https://www.fws.gov/sitemap.xml",true,0,0
firenet.gov,"Department of the Interior",500,"undefined",false,0,0
fireleadership.gov,"Department of the Interior",500,"undefined",false,0,0
ficor.gov,"Department of the Interior",404,"https://ficor.gov/sitemap.xml",false,0,0
firescience.gov,"Department of the Interior",500,"https://firescience.gov/sitemap.xml",false,0,0
fcg.gov,"Department of the Interior",500,"undefined",false,0,0
fgdc.gov,"Department of the Interior",404,"https://fgdc.gov/sitemap.xml",false,0,0
evergladesrestoration.gov,"Department of the Interior",200,"https://www.evergladesrestoration.gov/sitemap.xml",true,496,0
earthquake.gov,"Department of the Interior",200,"https://www.usgs.gov/programs/earthquake-hazards",false,0,0
doioig.gov,"Department of the Interior",200,"https://www.doioig.gov/sitemap.xml",true,0,0
doi.gov,"Department of the Interior",200,"https://www.doi.gov/sitemap.xml",true,0,0
firecode.gov,"Department of the Interior",500,"undefined",false,0,0
cupcao.gov,"Department of the Interior",500,"undefined",false,0,0
criticalminerals.gov,"Department of the Interior",200,"https://www.criticalminerals.gov/sitemap.xml",true,87,0
everykidoutdoors.gov,"Department of the Interior",500,"undefined",false,0,0
conservation.gov,"Department of the Interior",200,"https://www.conservation.gov/sitemap.xml",true,109,0
coralreef.gov,"Department of the Interior",200,"https://coralreef.gov/sitemap.xml",true,1072,917
bor.gov,"Department of the Interior",500,"undefined",false,0,0
boemre.gov,"Department of the Interior",500,"undefined",false,0,0
bsee.gov,"Department of the Interior",200,"https://www.bsee.gov/sitemap.xml",true,10000,1
boem.gov,"Department of the Interior",200,"https://www.boem.gov/sitemap.xml",true,3261,0
bia.gov,"Department of the Interior",200,"https://www.bia.gov/sitemap.xml",true,0,0
blm.gov,"Department of the Interior",200,"https://www.blm.gov/sitemap.xml",true,0,0
anstaskforce.gov,"Department of the Interior",404,"https://www.fws.gov/program/aquatic-nuisance-species-task-force/sitemap.xml",false,0,0
vets.gov,"Department of Veterans Affairs",200,"https://www.va.gov/sitemap.xml",true,33134,0
vaoig.gov,"Department of Veterans Affairs",200,"https://www.vaoig.gov/sitemap.xml",true,0,0
va.gov,"Department of Veterans Affairs",200,"https://www.va.gov/sitemap.xml",true,33134,0
reach.gov,"Department of Veterans Affairs",404,"https://www.reach.gov/sitemap.xml",false,0,0
ehr.gov,"Department of Veterans Affairs",500,"undefined",false,0,0
transportation.gov,"Department of Transportation",200,"https://www.transportation.gov/sitemap.xml",true,0,0
trafficsafetymarketing.gov,"Department of Transportation",200,"https://www.trafficsafetymarketing.gov/sitemap.xml",true,107,0
acwi.gov,"Department of the Interior",500,"undefined",false,0,0
safertruck.gov,"Department of Transportation",200,"https://www.nhtsa.gov/safertruck?redirect-safertruck-sitewide",false,0,0
safercar.gov,"Department of Transportation",200,"https://www.nhtsa.gov/campaign/safercargov?redirect-safercar-sitewide",false,0,0
btfa.gov,"Department of the Interior",500,"https://www.btfa.gov/sitemap.xml",false,0,0
sharetheroadsafely.gov,"Department of Transportation",200,"https://www.fmcsa.dot.gov/ourroads",false,0,0
safeocs.gov,"Department of Transportation",404,"https://safeocs.gov/sitemap.xml",false,0,0
safecar.gov,"Department of Transportation",500,"undefined",false,0,0
protectyourmove.gov,"Department of Transportation",200,"https://www.fmcsa.dot.gov/protect-your-move",false,0,2
jccbi.gov,"Department of Transportation",500,"undefined",false,0,0
flyhealthy.gov,"Department of Transportation",500,"undefined",false,0,0
nhtsa.gov,"Department of Transportation",200,"https://www.nhtsa.gov/sitemap.xml",true,857,0
flightrights.gov,"Department of Transportation",200,"https://www.transportation.gov/airconsumer/airline-customer-service-dashboard",false,0,8
faa.gov,"Department of Transportation",200,"https://www.faa.gov/sitemap.xml",true,0,0
esc.gov,"Department of Transportation",404,"https://www.esc.gov/sitemap.xml",false,0,0
ems.gov,"Department of Transportation",200,"https://www.ems.gov/sitemap.xml",true,188,0
dot.gov,"Department of Transportation",200,"https://www.transportation.gov/sitemap.xml",true,0,0
distraction.gov,"Department of Transportation",500,"undefined",false,0,0
faasafety.gov,"Department of Transportation",404,"https://www.faasafety.gov/sitemap.xml",false,0,0
distracteddriving.gov,"Department of Transportation",200,"https://www.nhtsa.gov/risky-driving/distracted-driving",false,0,0
bts.gov,"Department of Transportation",200,"https://www.bts.gov/sitemap.xml",true,0,0
911.gov,"Department of Transportation",200,"https://www.911.gov/sitemap.xml",true,275,0
dotideahub.gov,"Department of Transportation",500,"undefined",false,0,0
usdoscloud.gov,"Department of State",500,"undefined",false,0,0
usmission.gov,"Department of State",200,"https://www.usmission.gov/sitemap.xml",false,0,0
usembassy.gov,"Department of State",200,"https://www.usembassy.gov/sitemap.xml",false,0,0
supportfan.gov,"Department of State",500,"undefined",false,0,0
stateoig.gov,"Department of State",403,"undefined",false,0,0
usconsulate.gov,"Department of State",500,"undefined",false,0,0
securitytestfan.gov,"Department of State",500,"undefined",false,0,0
preprodfan.gov,"Department of State",500,"undefined",false,0,0
usaseanconnect.gov,"Department of State",500,"undefined",false,0,0
osac.gov,"Department of State",200,"https://www.osac.gov/sitemap.xml",true,139,0
state.gov,"Department of State",200,"https://www.state.gov/sitemap.xml",false,0,0
iawg.gov,"Department of State",200,"https://iawg.gov/wp-sitemap.xml",true,0,0
ibwc.gov,"Department of State",200,"https://www.ibwc.gov/sitemap_index.xml",true,0,0
fan.gov,"Department of State",404,"https://fan.gov/sitemap.xml",false,0,0
fsgb.gov,"Department of State",200,"https://www.fsgb.gov/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Fstate.okta.com%2Fapp%2Fservicenow_ud%2Fexk31azhbf6t7WV6u297%2Fsso%2Fsaml%3FSAMLRequest%3DnZPdjtowEIVfJfI9%252BSOCYhEkCqqKtN0iSLfS3lRDPIC1iZ16HEL79OsEFrjYRVXvIvt45sx3JmOCsogrPq3tXq3wd41kvWNZKOKnm5TVRnENJIkrKJG4zfl6%252Bu2Bx37IK6OtznXBvCkRGiu1mmlFdYlmjeYgc%252FyxekjZ3tqKeBA0TeNvabfxd%252FoQKDhUsENfaObNXVupoH1%252FVZMFi75%252BseDnugygqgI6FVW6%252BVWLAI8v%252FQj%252B7jfbgR3%252BfBrU8WgYEOmgtc68L9rk2A2Wsi0UhMxbzFO2fpwlIhxsAEcwEnEEOOwng2EyEvAphv4gRuGEtAQiecDrU6IaF8qZUjZlcRgnvSjuRUkW9nl%252FyMPEj6PwmXnLM5LPUgmpdvf5bU4i4l%252BzbNlbfl9nXYGDFGgenfof0D2hoQ6bq8cm4y413pk1t0He9wFv6bHJhT5KU7p8hX%252BFfv6iNo9xcNvq3LjirevFfKkLmf%252FxpkWhm5lBl2PKrKmxC6UE%252B7GbyI%252B6Eyl6207KsQRZTIUwSMSCS6PzsqLoEnZbZ%252FFovZkuKzCSWiB4hNxekNzKZoUbeIXb%252FwJ0V5bzvK3tjtv9abQR7T5g7nxmBhRV2tg3cu85mpwvP5jven37w05eAQ%253D%253D%26RelayState%3Dhttps%253A%252F%252Fwww.fsgb.gov%252Fsaml_redirector.do%253Fsysparm_nostack%253Dtrue%2526sysparm_uri%253D%25252Fnav_to.do%25253Furi%25253D%2525252Fsitemap.xml",false,0,0
devtestfan1.gov,"Department of State",500,"undefined",false,0,0
youthrules.gov,"Department of Labor",200,"https://www.dol.gov/agencies/whd/youthrules",false,0,0
pepfar.gov,"Department of State",200,"https://www.pepfar.gov/sitemap.xml",false,0,0
wrp.gov,"Department of Labor",200,"https://www.wrp.gov/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Flogin.microsoftonline.com%2F75a63054-7204-4e0c-9126-adab971d4aca%2Fsaml2%3FSAMLRequest%3DhVJdb5swFP0ryO%252BAIVCCFSJliaZF6jrUZH3Ym7FvUkvGZr4Gtn8%252FQlK1fVj7Ztnn3vPlFfJWpx3b9P7ZPMLvHtAHf1ptkF1fKtI7wyxHhczwFpB5wQ6b7%252FcsjSjrnPVWWE2CDSI4r6zZWoN9C%252B4AblACfj7eV%252BTZ%252Bw5ZHI%252FjGI2ui852iA0fOn6GSFoS7CZWZfhl%252FBWs7VmZqFXCWbQnb41WBiJh27jI%252Bd2C5llYpDQLM6AiLJP0LuSSN2WRyIwLHs%252FySfDVOgGzu4qcuEYgwX5XkcPDNktFmWRl3kBZLPNGLptcZsukKATlZSPkBMSaI6oBXkcRe9gb9Nz4iqQ0zcIkDZPsSBdsUTBaRCVd%252FiJBfcvlizJSmfPHITZXELJvx2Md1j8Ox3nBoCS4hwn9eX5P4HDOblpH1qvZOpu1urdlfiyDvzRI1i98U73ywofXLo0dbye89LCK3xLdaDt2kbzf1VYr8TfYaG3HrQPuJxve9TA30nL%252Ffy1JlMw3SoanGcp6gx0IdVIgSby%252B0b7%252Fs%252Bt%252F%26RelayState%3Dhttps%253A%252F%252Fwww.wrp.gov%252Fsaml_redirector.do%253Fsysparm_nostack%253Dtrue%2526sysparm_uri%253D%25252Fnav_to.do%25253Furi%25253D%2525252Fsitemap.xml",false,0,0
workcenter.gov,"Department of Labor",200,"https://www.workcenter.gov/sitemap_index.xml",true,0,0
worker.gov,"Department of Labor",200,"https://www.worker.gov/sitemap_index.xml",true,0,0
whistleblowers.gov,"Department of Labor",200,"https://www.whistleblowers.gov/sitemap.xml",true,106,42
veterans.gov,"Department of Labor",200,"https://www.dol.gov/agencies/vets?utm_source=veterans_gov&utm_medium=redirect&utm_campaign=veterans_gov_redirect",false,0,0
unemployment.gov,"Department of Labor",200,"https://www.dol.gov/sitemap.xml",true,0,0
ui.gov,"Department of Labor",200,"https://www.dol.gov/sitemap.xml",true,0,0
trainingproviderresults.gov,"Department of Labor",404,"https://www.trainingproviderresults.gov/sitemap.xml",false,0,0
trabajadormigrante.gov,"Department of Labor",200,"https://www.dol.gov/general/trabajadormigrante",false,0,0
unionreports.gov,"Department of Labor",500,"undefined",false,0,0
osha.gov,"Department of Labor",200,"https://www.osha.gov/sites/default/files/sitemap-index.xml",true,0,0
mshastanddown.gov,"Department of Labor",200,"https://www.msha.gov/stand-down-save-lives",false,0,7
america.gov,"Department of State",500,"http://america.gov/sitemap.xml",false,0,0
msha.gov,"Department of Labor",200,"https://www.msha.gov/sitemap.xml",true,0,0
migrantworker.gov,"Department of Labor",200,"https://www.dol.gov/general/migrantworker",false,0,0
labor.gov,"Department of Labor",500,"undefined",false,0,0
persuader-reports.gov,"Department of Labor",500,"undefined",false,0,0
hirevets.gov,"Department of Labor",404,"https://www.hirevets.gov/sitemap.xml",false,0,0
govloans.gov,"Department of Labor",200,"https://www.usa.gov/government-loan?utm_source=usa_benefits-gov&utm_medium=redirect&utm_campaign=redirect_govloans-gov",false,0,0
goodjobs.gov,"Department of Labor",200,"https://www.dol.gov/general/good-jobs",false,0,2
employer.gov,"Department of Labor",200,"https://www.employer.gov/sitemap_index.xml",true,0,0
dol.gov,"Department of Labor",200,"https://www.dol.gov/sitemap.xml",true,0,0
dol-esa.gov,"Department of Labor",500,"undefined",false,0,0
jobcorps.gov,"Department of Labor",404,"https://www.jobcorps.gov/sitemap.xml",false,0,0
bls.gov,"Department of Labor",200,"https://www.bls.gov/sitemap.xml",true,0,0
benefits.gov,"Department of Labor",200,"https://www.usa.gov/benefit-finder?utm_source=usa_benefits-gov&utm_medium=redirect&utm_campaign=redirect_benefits-gov&modal=b-welcome-1899",false,0,0
apprenticeships.gov,"Department of Labor",200,"https://www.apprenticeship.gov/sitemap.xml",true,741,0
apprenticeship.gov,"Department of Labor",200,"https://www.apprenticeship.gov/sitemap.xml",true,741,0
vehiclehistory.gov,"Department of Justice",200,"https://vehiclehistory.bja.ojp.gov/sitemap.xml",true,206,0
vcf.gov,"Department of Justice",200,"https://www.vcf.gov/sitemap.xml",true,1158,414
doleta.gov,"Department of Labor",200,"https://www.dol.gov/agencies/eta",false,0,1
usmarshals.gov,"Department of Justice",200,"https://www.usmarshals.gov/sitemap.xml",true,2960,0
userra.gov,"Department of Justice",404,"https://www.justice.gov/servicememberssitemap.xml",false,0,0
ucrdatatool.gov,"Department of Justice",500,"undefined",false,0,0
usdoj.gov,"Department of Justice",200,"https://www.justice.gov/sitemap.xml",true,0,0
unicor.gov,"Department of Justice",302,"undefined",false,0,0
tribaljusticeandsafety.gov,"Department of Justice",404,"https://www.justice.gov/tribal/sitemap.xml",false,0,0
smart.gov,"Department of Justice",200,"https://smart.ojp.gov/sitemap.xml",true,1893,2
seized.gov,"Department of Justice",500,"undefined",false,0,0
servicemembers.gov,"Department of Justice",404,"https://www.justice.gov/servicememberssitemap.xml",false,0,0
reentry.gov,"Department of Justice",500,"undefined",false,0,0
scra.gov,"Department of Justice",404,"https://www.justice.gov/servicememberssitemap.xml",false,0,0
rcfl.gov,"Department of Justice",200,"https://www.rcfl.gov/sitemap.xml.gz",false,0,0
projectsafeneighborhoods.gov,"Department of Justice",200,"https://www.justice.gov/psn",false,0,1
psob.gov,"Department of Justice",200,"https://login.microsoftonline.us/jsdisabled",false,0,0
projectsafechildhood.gov,"Department of Justice",404,"https://www.justice.gov/psc/sitemap.xml",false,0,0
tsc.gov,"Department of Justice",404,"https://www.fbi.gov/investigate/terrorism/tscsitemap.xml",false,0,0
ovcttac.gov,"Department of Justice",404,"https://www.ovcttac.gov/views/sitemap.xml",false,0,0
ojp.gov,"Department of Justice",200,"https://ojp.gov/sitemap.xml",true,0,0
ovc.gov,"Department of Justice",200,"https://ovc.ojp.gov/sitemap.xml",true,0,0
nvtc.gov,"Department of Justice",403,"undefined",false,0,0
nsopr.gov,"Department of Justice",500,"undefined",false,0,0
nsopw.gov,"Department of Justice",200,"https://www.nsopw.gov/sitemap.xml",true,42,0
nmvtis.gov,"Department of Justice",200,"https://vehiclehistory.bja.ojp.gov/sitemap.xml",true,206,0
ojjdp.gov,"Department of Justice",200,"https://ojjdp.ojp.gov/sitemap.xml",true,0,0
nicsezcheckfbi.gov,"Department of Justice",404,"https://nicsezcheckfbi.gov/sitemap.xml",false,0,0
nicic.gov,"Department of Justice",200,"https://nicic.gov/sitemap.xml",true,9140,0
nij.gov,"Department of Justice",200,"https://nij.ojp.gov/sitemap.xml",true,0,0
ncirc.gov,"Department of Justice",200,"https://ncirc.bja.ojp.gov/",false,0,9
nationalgangcenter.gov,"Department of Justice",200,"https://nationalgangcenter.ojp.gov/",false,0,0
ncjrs.gov,"Department of Justice",200,"https://www.ncjrs.gov/sitemap.xml",true,3,0
medalofvalor.gov,"Department of Justice",404,"https://www.medalofvalor.gov/sitemap.xml",false,0,0
namus.gov,"Department of Justice",200,"https://www.namus.gov/PageNotFound?aspxerrorpath=/sitemap.xml",false,0,0
lep.gov,"Department of Justice",200,"https://www.lep.gov/sitemap.xml",true,0,0
learndoj.gov,"Department of Justice",200,"https://www.justice.gov/jmd/learndoj",false,0,1
learnatf.gov,"Department of Justice",404,"https://learnatf.gov/sitemap.xml",false,0,0
juvenilecouncil.gov,"Department of Justice",404,"https://juvenilecouncil.ojp.gov/redirect-legacy/sitemap.xml",false,0,0
